Labels,Text,Text_Tag
0,"Sherrod Brown opposed blocking a new EPA emissions rule, despite acknowledging that the EPAs cap-and-trade regulations are burdensome and could harm economic growth in Ohio.","economy,environment,government-regulation,jobs"
0,"(President Barack Obama gave) half a billion in taxpayer money to help his friends at Solyndra, a business the White House knew was on the path to bankruptcy.","campaign-finance,corporations,energy,ethics,jobs,stimulus"
1,"If we went back to the obesity rates that existed in 1980, that would save the Medicare system a trillion dollars.",health-care
4,"Im the only candidate in the Democratic primary, or actually on either side, who Wall Street financiers and hedge fund managers are actually running ads against.","elections,financial-regulation,campaign-advertising"
2,"Jimmy Langevin is having a fundraiser . . . to retire the debt from his campaign for secretary of state, which was 12 years ago.","campaign-finance,legal-issues,campaign-advertising"
1,"The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge.","economy,education,health-care"
0,"In Afghanistan, it is very, very rare that someone who is killed in action is not killed by an improvised explosive device, or IED.","military,veterans"
1,Says a federal plan to expand Medicaid would cost Florida taxpayers $26 billion over 10 years.,health-care
3,Says I dont agree with Mr. Hales that we should give a sweeping break to the developers to allow them to build that infill housing without paying for those very basics.,"city-government,government-regulation,housing,infrastructure,message-machine-2012"
0,"The Obama administration is proposing to mine another 10 billion tons of Wyoming coal, which would unleash three times more carbon pollution than Obamas Clean Power Plan would even save through 2030.","climate-change,environment"
4,Says Wendys founder Dave Thomas left the state literally on his deathbed to avoid the estate tax.,taxes
2,I helped to bring peace to Northern Ireland.,foreign-policy
5,African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.,crime
2,"Over $1 trillion was spent on anti-poverty programs in 2011, enough to give every single poor American a check for $22,000.",federal-budget
3,I have always opposed drivers licenses for illegal aliens.,"immigration,transportation,voting-record"
2,Theres now been three independent investigations (into the bridge scandal) all of which have said that Christie did not have prior knowledge of or involvement in the lane closures.,candidates-biography
2,Says David Wu has presided over 137 months in which Oregons unemployment rate has been above the national average.,"economy,job-accomplishments"
5,Wisconsin is one of several states where you can change your early ballot if you think youve made a mistake.,"city-government,elections,states"
1,Says Kurt Schrader cast the deciding vote that failed to extend tax cuts for Oregons middle-class families and small businesses.,taxes
3,Pakistan has 100 nuclear warheads and theyre rushing to build a lot more. Theyll have more than Great Britain sometime in the relatively near future.,"foreign-policy,nuclear"
0,"Under a new federal regulation, it will cost Pinellas County $31 million to fix a single ditch.","environment,government-regulation"
1,Says Gov. Scott Walker is openly backing a move to abolish the state retirement system and convert it to a 401(k)-style plan that will reduce pensions by at least a third for current and retired public employees,"pensions,state-budget"
2,"Many of the 9/11 conspirators came from the Muslim Brotherhood, including Osama bin Laden, Ayman Zawahiri and Khalid Sheikh Mohammed.","foreign-policy,history,pundits,religion,terrorism"
2,Gangs have increased by 40 percent since this president was elected.,"crime,pundits"
0,"The latest evidence of Republican success is that since the beginning of the current legislative term, state unemployment has gone down almost 20% to 5% adjusted.",jobs
0,Republican Mark Kirk is outsourcing his campaign to a Super PAC funded almost exclusively by a bunch of hedge fund billionaires. ...I dont have a Super PAC.,campaign-finance
0,Wisconsin education agency urged white students to wear white wristbands as a reminder about your (white) privilege.,"children,diversity,education"
1,Under the Nuclear Nonproliferation Treaty enrichment has been limited to basically the weapons states.,"foreign-policy,nuclear"
0,Surface temperatures on Earth have stabilized.,"climate-change,corrections-and-updates,environment"
1,Sen. Jeff Merkley voted six times for more debt.,"congress,debt,economy"
3,How many concerts would Taylor Swift have to perform to pay off one day of interest on our national debt? She would have to perform every day for three years.,debt
1,"Congress has cut funding, has slashed funding, for veterans benefits over these last years.","federal-budget,health-care,veterans"
2,Says the United States has the worlds greatest health care system.,health-care
3,U.S. Senate candidate Jack Kingston requested more earmarks than any other GA Congressman and all GA GOP members combined.,federal-budget
1,Siemens has been unable to fill approximately 200 skilled trade positions in metro Atlanta.,"economy,education,jobs"
1,Fifty-three percent of graduates from liberal arts colleges these days cant find jobs.,education
5,Says Delaware County has more waterfront property than any other county in the state of Ohio,"environment,water"
0,Says he has never received any contributions from the Koch brothers.,campaign-finance
0,"John McCain's health care plan ""leaves you on your own to pay McCains health insurance tax.""",health-care
5,Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,"education,public-safety"
4,Says President AbrahamLincoln tried to arm the slaves.,history
2,"I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas, we did a little bit better.","economy,job-accomplishments,jobs,new-hampshire-2012,state-finances,states,taxes"
0,"Part of his ride was to warn the British that were already there that, Hey, youre not going to succeed.","history,pundits"
2,I cut taxes 23 times when I was mayor of New York City.,taxes
1,"Governing magazine has estimated that in the states that dont expand Medicaid, a minimum, they said of 40 percent of rural hospitals will close in those states...",health-care
4,"In a sweetheart deal members of Congress, thanks to the Obama administration, are going to be the only people in America to get subsidies in the Obamacare exchanges.",health-care
0,"Sen. Robert Bennett, R-Utah, cast votes for TARP, the stimulus, and an individual mandate for health care.","economy,financial-regulation,health-care,pundits"
3,"Under Republican Governor Chris Christie, tolls cost more. Train and bus rides cost more. College tuition goes up. But Christie protected a tax cut for millionaires.","education,state-finances,taxes,transportation"
2,"Some 20,000 Delphi salaried retirees lost up to 70 percent of their pensions as a result of political favoritism and backroom deals.","corporations,economy,financial-regulation,pensions,unions"
5,Florida Democrats put my Social Security number and my wifes Employment Identification Number in a mail piece.,campaign-advertising
3,Says new EPA water regulations would force the state to make drainage canals every bit as clean as pristine Florida river systems.,"environment,water"
2,"Sharron Angle supported ""a Scientology plan to give massages to prisoners.""","crime,message-machine,religion"
0,"During eight years under Ronald Reagan, African-American median income rose by about $5,000.","corrections-and-updates,economy"
2,The largest enterprise in the world is the federal government of the United States of America,"china,corporations,federal-budget,public-service,workers"
5,Says Oregon ranks 30th in the nation with regard to its incarceration rate.,"crime,criminal-justice"
2,"After 30 years of inaction, we raised fuel standards so that by the middle of the next decade, cars and trucks will go twice as far on a gallon of gas.","energy,environment"
1,Says Jeb Bush has released 10 percent of his emails.,transparency
2,More private-sector jobs were created in the first eight months of 2010 than in the eight years of the Bush administration.,"economy,history,job-accomplishments"
5,Creeping defense commitments in (the Middle East) and globally now consume over half the U.S. discretionary budget annually.,"federal-budget,military"
4,"Karen Handel would have felt like it was OK to go in and abort Sarah Palins son Trig, who has Down syndrome.",abortion
4,The U.S. Census believes that by 2030 the majority of Americans will use Spanish as their first language.,"census,immigration,pop-culture"
3,"As the CEO of HP, Carly Fiorina laid off 30,000 workers.","candidates-biography,corporations,job-accomplishments,message-machine,workers"
1,Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want.,unions
5,"91 percent of Latinos support the DREAM Act, which allows undocumented youth to attend college, but Marco Rubio opposes it.","education,immigration,message-machine-2012"
4,I remember landing under sniper fire.,foreign-policy
1,Says Mahmoud Ahmadinejad said that if he has a nuclear weapon he will use it to wipe Israel off the face of the earth. He will use it against the United States of America.,"foreign-policy,israel,nuclear"
1,Bill McCollum on the Arizona immigration law.,immigration
1,There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.,"foreign-policy,pundits"
0,Says Rick Perry is the guy that tracked down Democratic legislators who fled Texas in 2003.,"bipartisanship,candidates-biography,elections,pundits,redistricting"
1,Rhode Islands graduated driving license has saved hundreds of lives.,"children,crime,public-safety,market-regulation"
0,"Eighty-five percent of Floridians who will benefit from expanding Medicaid are single, childless adults.","health-care,medicaid"
1,The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,"candidates-biography,economy,jobs,states"
5,Georgia lawmakers fuel up for the session by feasting on wild hogs.,agriculture
4,Switzerland (where the government) issues every household a gun . . . has the lowest gun related crime rate of any civilized country in the world!!!,"crime,government-regulation,guns,military,market-regulation"
5,Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.,"candidates-biography,ethics"
3,Ninety-five percent of all the wages in Texas are above minimum wage.,"economy,workers"
1,We dont have a (military) reserve force if something happens.,"immigration,military"
2,Georgias illegal-immigration legislation simply follows existing federal law.,immigration
0,"Saystheres 400,000 anchor babies born in the United States a year, which areindividuals coming to our country and having their children so their children can be U.S. citizens.",immigration
1,Wisconsin Gov. Scott Walkers budget okays disposing of unclaimed pound dogs to university research facilities.,state-budget
0,"Before the HOPE scholarship, 70 percent of the high school students who made 1400 or above on their SAT left the state of Georgia. Now, 70 percent of those stay in the state of Georgia.",education
5,No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,florida
0,Says Hillary Clinton has spoken such lies about my foreign policy. They said I want Japan to get nuclear weapons. Give me a break.,"foreign-policy,nuclear"
1,The error rates for the Fulton County elections department are well below the average.,elections
3,"Oregon concealed gun applications include home phone numbers, home address, Social Security numbers, what kinds of guns you have in the house whether you were dishonorably discharged from the military, what controlled substances you are taking and were you ever accused of -- accused, mind you -- of stalking.","guns,privacy"
3,"When I become the nominee, the Democratic nominee, I will be the only pro-choice candidate on the ballot.",abortion
3,"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.",public-health
3,"While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked.","guns,market-regulation"
2,"John McCain's tax plan will give no reduction ""for 100-million American families.""",taxes
5,I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.,"criminal-justice,state-budget"
0,"Rob Portmans plan to tax, slash and privatize Social Security would devastate Ohioans.","bush-administration,economy,trade"
3,The founders advised non-interventionism.,foreign-policy
1,The state constitution clearly says theres not to be a state income tax in Tennessee.,"legal-issues,taxes"
0,The Bush administration prosecuted 190 suspected terrorists in federal courts.,"homeland-security,legal-issues,military,terrorism"
5,Quarterbacks won the (Super Bowl) MVP more than 50 percent of the time.,sports
1,This is the slowest job recovery since Hoover.,"economy,history,jobs"
5,Says Mitt Romney flip-flopped on abortion.,"abortion,message-machine-2012"
1,"In the past, President Obama has refused to meet with representatives from Cuban exile organizations.",foreign-policy
2,We buy 35 percent of all Chinese exports.,trade
2,53 percent of Americans cut back on their health care in the last year because of costs.,health-care
5,Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline.,"taxes,transportation"
0,Wisconsin now ranks among the top 10 states for out-migration.,"economy,jobs,population"
3,Weve outdrawn the Super Bowl for a little while now in the arenas and stadiums that weve followed them in for the Super Bowl. Weve gone in after [the NFL] and surpassed their ticket sales.,"pop-culture,sports"
1,Wisconsin women are paid 81 cents to the dollar of a man doing the same job.,"economy,labor,legal-issues,women"
2,Says the states pension and health benefits reform includes the destruction of public sector collective bargaining rights.,"health-care,retirement,state-budget"
2,Says Paul Workman authored legislation providing amnesty for illegal immigrants.,immigration
1,Steve Santarsiero wrote PAs Gun Safety Law.,guns
1,Says Common Core is a federal mandate.,"children,education,federal-budget,states"
1,Milwaukees police chief can fire officers for basically no cause.,"city-government,state-budget"
3,60 percent of Texas 8th graders are not proficient in math. Only 26% have a teacher with a undergraduate major in math.,education
2,Ten retired nuns were barred from voting in the 2008 Indiana Democratic primary.,elections
2,Goodwill Industries International pays workers with disabilities wages as low as pennies per hour.,"disability,income,jobs,workers"
3,"John McCain ""voted against the tax cuts of 2001 and 2003, wrongly claiming they helped only the rich.""","candidates-biography,message-machine,taxes"
3,"In Virginia, people are going and getting marriage licenses who are 12 and 13, and 14 and 15 years old.","children,marriage"
3,Republican ideas on health care dont give people an option to even enroll in something that they can afford.,health-care
5,You cant build a Christian church in Saudi Arabia.,"islam,religion"
1,"The Congressional Budget Office -- supposedly non-partisan -- estimates that in just a few years the average cost to every family of four (from cap and trade) will be $6,800 per year.","cap-and-trade,climate-change,energy,environment"
5,"The federal government is spending $46,000 a year per family (or group of four) and could balance its budget by dropping that to $30,000.",federal-budget
1,The Pentagon made up the since-debunked heroics of POW Jessica Lynch as she tried to avoid capture in Iraq.,"iraq,military"
2,(Romney's) record was that he raised taxes by $730-million.,taxes
5,The U.S. military footprint in Africa is nearly nonexistent.,"foreign-policy,military"
2,On campaign donations from Texas Capitol lobbyists.,campaign-finance
5,"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget.","federal-budget,medicaid,medicare,social-security"
3,There are only about 10 people in the United States Senate who have any real business experience.,"congress,job-accomplishments"
0,Senator Jeff Plale saved my job -- and some 300 others at Bucyrus International.,"job-accomplishments,message-machine,trade"
2,95 percent of the worlds customers are beyond our shores.,"economy,trade"
0,Says he is the reason we do not pay a toll every time we pass over the bridge at MoPac and William Cannon.,transportation
2,Says he restored prayer and the pledge in our schools.,"education,job-accomplishments,religion"
3,"Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists.""",energy
0,SaysPatrick Murphys Pay More energy agenda means you could pay another $500 a year for your utility bills!,"energy,environment"
0,Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress.,"corporations,economy,federal-budget,financial-regulation,housing,transportation"
0,Says 50 million people would lose their health insurance if Obamacare is repealed.,"debates,health-care"
2,Virginia Democrats recently enforced voter ID rules that were considerably more stringent than those contained in the state law they denounce.,elections
5,"Under Donald Trumps tax plan, the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average -- would get more tax relief than the bottom 60 percent of taxpayers combined.","income,taxes,wealth"
0,Federal money for Medicaid expansion is guaranteed for a few years and then goes away.,"federal-budget,medicaid"
2,"Barack Obama will ""raise Social Security taxes.""",social-security
4,Obesity kills 34 children per hour.,"children,health-care,public-health"
4,Sherrod Brown sent billions of our tax dollars to foreign countries.,"congress,federal-budget,foreign-policy,message-machine-2012,stimulus"
1,Says PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies and our own untruthful Governor Chris Christie made it into Politifacts top five of Lie - en Governors.,candidates-biography
1,On whether President Obamas speeches to school children spread socialist ideology.,education
1,The number of jobs created and people lifted out of poverty during Bill Clintons presidency was a hundred times what it was under President Ronald Reagan.,"economy,history,jobs,poverty"
4,"Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center.","job-accomplishments,veterans"
5,"(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.",disability
3,"People want the minimum wage, they want marriage equality, they want womens health care. Theres issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasnt. Youve seen the actions hes taken on them.","gays-and-lesbians,health-care,marriage,state-budget,state-finances,women,workers"
4,Dubious taxpayer-funded stimulus spending -- Part II.,"economy,federal-budget,government-efficiency,state-finances,stimulus"
4,"Phil Puckett voted no on sending the EPA a message that theyve gone too far not once, but twice.","energy,environment,government-regulation"
2,"A recent study revealed that, across the nation, taxes would have to be increased by an average of $1,300 a year just to support the currently unsustainable public employee pension systems. In Florida, that dollar figure translates to $813 a year.","retirement,state-budget,state-finances"
0,"Obama voted to raise taxes on people making just $42,000.",taxes
3,AIG has fully repaid the federal government plus a profit of more than $22 billion.,"corporations,federal-budget,financial-regulation"
0,The financial regulatory bill will kill jobs.,"economy,financial-regulation,market-regulation"
5,"Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush.""",bush-administration
5,Says Barack Obama said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.,"deficit,federal-budget"
5,"Says if we raise the number of third-graders who read at a third-grade level, we affect everything, from graduation rates to incarceration rates.",education
4,"The 2016 federal omnibus spending bill funds illegal immigrants coming in and through your border, right through Phoenix.",immigration
2,Says Measures 82 and 83 authorize just one more casino.,"gambling,message-machine-2012"
0,"Says as of November, we were ranked 45th in the nation in terms of job creation, according to the U.S. Bureau of Labor Statistics.",jobs
0,John Kitzhaber is the only pro-choice candidate in the race for governor.,abortion
2,"When it comes to aid, ""the United States is still about half as what European countries give as a percentage.""","foreign-policy,pop-culture"
3,"You dont see Norway losing population, and its taxes are astronomical.",taxes
2,Says marijuana use among Colorado high school students has not increased since legalization.,marijuana
2,Expanding Medicaid would create 63k jobs.,"health-care,medicaid,poverty"
3,Manufacturing wages today in America on a per-hour basis are actually a bit lower than average wages in the economy as a whole.,"economy,jobs,poverty"
2,Florida is considered the fourth-largest gambling state in the nation.,gambling
0,"Georgia public sector employees do not have a say in the conditions of their employment, do not have bargaining rights or a say in their working conditions.","unions,workers"
2,Says that Secretary of State Jon Husted and former secretary Jennifer Brunner both have supported a provision in Senate Bill 47 that would limit the days organizers have to collect signatures for initiative and referendum petitions.,elections
4,Ken Cuccinelli tried to shut down state government.,"bipartisanship,state-budget"
2,"When Mitt Romney was governor, Massachusetts ... (had) more debt per person than any other state in the country.","deficit,history,state-finances,states"
3,"Says that as Massachusetts governor, Mitt Romney condemned coal-fired plants, saying they kill people.","economy,energy,environment"
3,College tuition rates in Texas jumped by 55% since 2003.,"education,state-budget,state-finances"
5,Several elected state officials have opened their homes to children in need of loving families.,children
1,Rhode Island is one of only six states to use E-Verify.,immigration
0,"We know from ... the federal data, that they only stop or apprehend one out of four illegal people crossing our border.",immigration
0,John McCain has given erratic and inconsistent answers on when troops should return from Iraq.,iraq
0,Says he signed legislation leading to 12 Texas abortion clinics being closed.,"abortion,state-budget,state-finances"
4,It is Hillary Clintons agenda to release the violent criminals from jail. She wants them all released.,"crime,criminal-justice,legal-issues"
5,"Youve got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs.","medicare,social-security"
0,"Says economists Harvey Rosen and Martin Feldstein have said that paying for (Mitt) Romneys tax cuts would require large tax increases on families making between $100,000 and $200,000.",taxes
2,Says Mitt Romney put Planned Parenthood on a state medical board but failed to put a pro-life group on the same board.,"abortion,message-machine-2012"
5,Three courts have found the new health care law constitutional and two have found it unconstitutional.,"health-care,legal-issues"
2,"Housing prices dropped for the 30 months prior to Barack Obama taking office, and they have stabilized, theyve been about flat since the president came in.","economy,housing"
3,"You cant bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of whats going on, but you can bring a gun up there.","guns,states,technology,transparency"
2,"Passage of Clinton budget bill in 1993 ""led to an enormous flowering of the economy in America.""","economy,federal-budget,history,taxes,abc-news-week"
3,Says he tore down hundreds of abandoned homes that served as havens for crime and reduce(d) the value of our neighborhoods.,"criminal-justice,urban"
2,Compact fluorescent light bulbs are toxic and not environmentally friendly.,"consumer-safety,energy,market-regulation"
1,"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.","economy,environment,jobs"
5,Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.,transportation
5,"At the moment, energy companies spend 0.25 percent on RD.","corporations,energy,oil-spill,pundits,science,technology"
2,"Ohio is probably top five in the country, sadly, in terms of heroin overdoses. Its now exceeded car accidents as the No. 1 cause of death in Ohio.","drugs,health-care"
3,The U.S. military is in 130 countries. We have 900 bases around the world.,"federal-budget,foreign-policy,military"
3,The Russians didnt wear uniforms when they came in to Ukraine.,"foreign-policy,military"
3,"Says that illegal immigrants get a $100,000 break on University of Texas tuition over four years.","education,state-budget,state-finances"
5,Rick Perry doesnt think there should be a federal minimum wage.,"economy,federal-budget,state-budget"
5,"Since I took office, Wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years Mary Burke was Commerce secretary.","economy,job-accomplishments,small-business"
0,It is truethat we know that ISIS is present in Ciudad Juarez (Mexico),"homeland-security,immigration,iraq,terrorism"
2,The home-mortgage deduction is widely thought to be a middle-class benefit. Its not -- 73 percent of it goes to people making a quarter-million dollars or more a year.,"housing,income,taxes"
0,A real result of his term is Georgia having the lowest taxes per capita of any state.,taxes
2,Most of the black scientists in this country dont come from schools like the University of Texas. They come from lesser schools.,education
5,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,taxes
3,Even high estimates for an early draft of the health care plan are less than the $1.8 trillion cost of the Bush tax cuts.,"economy,health-care,pundits,taxes"
2,"Bill McCollum ""cost the rest of us billions"" as a member of Congress, including a national debt that ""skyrocketed"" to $4.7 trillion.",candidates-biography
4,The White House had a live video feed of the Benghazi attacks as they occurred.,"crime,criminal-justice,foreign-policy,terrorism"
4,Says a Pro-Stimulus economist admits it is not working,"economy,stimulus"
5,"Says Donald Trump was asked if he would defend our allies. He said well, first hed want to know if they made any payments to us to defend them.","foreign-policy,homeland-security,military"
5,"In 2008, tourism brought in $38 billion dollars and supported more than 300,000 jobs in the state of New Jersey.","jobs,tourism"
5,Florida is 49th in per capita spending on mental health care.,health-care
0,Says President Barack Obama has been presiding over our jobs going overseas for seven years.,"economy,foreign-policy,jobs,trade"
3,The oceans have become 30 percent more acidic.,"animals,climate-change,economy,energy,environment,history,public-health,science,weather"
0,"The book Little Red Riding Hood is something thats been banned in America, but not assault weapons.","education,guns"
2,Thomas Jefferson created the Marines for the Islamic pirates that were happening.,"military,pundits"
0,The nations food supply is 99.99 percent safe.,food-safety
5,"150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.",oil-spill
5,"In Rhode Island today, 25 percent of our households either dont have a bank account at all, or they have a bank account and theyre still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.","debt,economy,families,financial-regulation,income,poverty,wealth,workers"
2,Our whole food system in this country...most of it is genetically engineered. And (there is) no testing for the health consequences of this food.,consumer-safety
1,"Despite what you may have heard about Wisconsins finances, Wisconsin is on track to have a budget surplus this year.","labor,pundits,state-budget"
3,Weve saved over $100 million of (health care) costs in Milwaukee County. I did that.,"health-care,job-accomplishments"
5,"Says that from 1992 through 2010, every statewide candidate drawing over 43 percent of the vote in a Republican Texas primary won the resulting runoff.",history
5,Says members of the military have sent him more campaign contributions than theyve sent President Barack Obama and more than twice what theyve sent other Republican presidential candidates.,campaign-finance
4,Congressman Robert Hurt has a plan to cut education by 40 percent.,"education,federal-budget,state-budget"
2,To say a family has to buy a product from a private company is clearly beyond the delegated powers of the U.S. Constitution.,health-care
3,The federal health care law raises taxes and cuts Medicare.,"health-care,medicare,taxes"
5,"The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.","afghanistan,foreign-policy,military,abc-news-week"
2,"I vetoed more than $3 billion in spending. Lawmakers and I cut taxes for 40,000 small businesses. Now Texas is No. 1 in job creation. The nations five best housing markets are right here in Texas. We balanced five state budgets and we cut state spending.","economy,housing,job-accomplishments,state-budget"
1,Says President Barack Obama has not raised taxes.,taxes
5,SaysDonald Trump called pregnant employees an inconvenience.,economy
0,"Every month, we get the reports from the Bureau of Labor Statistics that say even more people have given up looking for work.","economy,health-care,jobs"
3,McCain opposes repeal of the death tax.,taxes
2,Says signs posted at projects funded by the federal stimulus act has cost 20 or 40 million dollars.,"deficit,federal-budget,stimulus"
4,"Amid the crisis at our southern border, there are reports of illegal migrants carrying deadly diseases such as Ebola virus.","ebola,health-care,immigration,public-health"
3,"Says for the equivalent cost of a single mile of freeway, we have a bike infrastructure.",transportation
2,"If the debt ceiling is surpassed, our nation will not go into default as some suggest.","economy,federal-budget"
1,"While (Chris Christie) talks about job creation, we dont see jobs being created in this state.",jobs
2,Taking the Fifth Amendment in a deposition about the Columbia/HCA hospital chain he founded means a truthful answer to the questions that (Rick Scott) was asked would incriminate him.,"health-care,legal-issues,message-machine"
5,We have more scientists and engineers per square mile than anywhere in the world.,"economy,jobs,science,workers"
3,The Defense Department received only one-half of 1 percent of the nearly trillion-dollar stimulus package funding.,"military,stimulus"
3,The (Wisconsin) governor has proposed tax giveaways to corporations.,"corporations,pundits,taxes,abc-news-week"
0,Bike lanes and sidewalks have been proven to reduce crashes by up to 38 percent on Austins streets.,"city-government,corrections-and-updates,transportation"
1,"Every illegal immigrant can be eligible for up to $36,000 to $38,000 in earned income tax credits without paying a dime in.","immigration,taxes"
0,You look at defense were spending more than the rest of the world combined.,"federal-budget,military,new-hampshire-2012"
1,The Navy is bringing charges against a Navy officer who shot at the Chattanooga shooter for illegally discharging a firearm on federal property.,"guns,military,terrorism"
2,"Says when Mitt Romney was governor, Massachusetts was 47th in job creation",jobs
5,The 12 hottest years on record have come in the last 15 years.,environment
0,Says Daniel Webster used taxpayer funds to build a lobbyist lounge.,"message-machine-2012,taxes"
4,"Says 97 cents of every dollar played represents over $500 million dollars that is returned to Oregonians every year to help support job creation, schools, state parks and watersheds.","lottery,state-budget,state-finances"
3,We got a million jobs.,"economy,job-accomplishments,jobs"
0,Says Wisconsin Supreme Court Justice David Prosser has prejudged matters that are likely to come before the court.,legal-issues
3,Says Hillary Clinton sent a memo to all State Department staff that said you should not do State Department business on personal email.,"ethics,transparency"
4,Bill White has presided over the construction of what may be the worlds largest abortion clinic.,abortion
4,PolitiFact Oregon gave Rob Cornilles a Pants on Fire for a claim about taxes and fees.,"message-machine-2012,taxes,voting-record"
3,"As governor, I cut $5 billion in spending.","job-accomplishments,message-machine-2012,state-budget,state-finances"
2,One in three American women will have had an abortion by the time she reaches the age of 45.,abortion
0,"Ann Kuster turned a blind eye to those in need of funding by voting against funding for our nations veterans, low-income women and children, the FDA and the National Institutes of Health.","children,federal-budget,health-care,public-health,science,veterans,women"
0,One person has been fired at the Veterans Administration for withholding services.,veterans
3,"Currently, almost 40 percent of people with HIV are not diagnosed until they already have developed AIDS. And that can be up to 10 years after they first are infected with HIV.",public-health
0,Obama has proposed a 1.4% pay increase for active duty military in 2011. This is THE LOWEST SINCE 1973 ... A LOWER PAY INCREASE THAN WELFARE RECIPIENTS!!!,"military,workers"
0,Trump refuses to denounce the KKK.,candidates-biography
0,Says Barack Obama broke a decades-old policy of not negotiating with terrorists.,"foreign-policy,iraq,terrorism"
2,"From 1960, the year I was born, until the time I became Governor in 2003, the average two-year increase in Minnesota state spending was 21 percent. we brought that down dramatically, to about 1.7 percent per year.",state-budget
3,Corporate taxes will soon be the highest in the industrialized world.,"corporations,taxes"
1,Lincoln was fervently making plans to send all freed slaves to the jungles of Central America once the (Civil War) was over. The only thing that kept this from happening was his assassination.,"diversity,history"
1,"Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield.","crime,criminal-justice,government-regulation,guns,military,public-health,recreation,market-regulation"
1,Herman Cain is a pro-choice candidate.,"abortion,message-machine-2012"
1,Subsidies for oil and gas companies make up 88 percent of all federal subsidies. Just cutting the oil and gas subsidies out would save the U.S. government $45 billion every year.,"energy,federal-budget,oil-spill,pundits,taxes"
5,"Says if elected, he would be the first Mayor who lives east of 82nd.",elections
3,Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation.,"candidates-biography,elections,new-hampshire-2012"
5,"In the stimulus, ""$15 million dollars went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska, population 165.""",stimulus
2,You would receive a citation for taking a dildo to class at the University of Texas.,"education,guns,market-regulation"
3,"For African-Americans between the ages of 17 and 20, the real unemployment rate is 51 percent.","diversity,economy,jobs"
2,Weve seen more manufacturing jobs created since Ive been president than anytime since the 1990s. Thats a fact.,"economy,labor"
5,President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).,"florida,health-care"
1,The Obama administration will give Pennsylvania $160 million to pay for health insurance plans that cover any legal abortion.,"abortion,health-care,states"
4,Abortion is the second-most conducted surgical procedure in this country.,"abortion,health-care"
5,"In New Orleans, nearly100 percent of our kids are in charter schools.","education,natural-disasters"
1,The steel industry is producing as much steel in the United States as it ever was. Its just (that) it needs one-tenth of the workers that it used to.,"economy,jobs,trade"
3,"If you want to see the jobs that Ive saved and created in this storm he helped create, go anywhere in Ohio.",job-accomplishments
5,Austin is the largest city in the U.S. or Texas with no geographic representation on its city council.,elections
3,She stood by our National Guard and Reserve and kept standing till they received health care they deserved.,military
5,"Under Donald Trumps tax plan, 51 percent of single parents would see their taxes go up.",taxes
0,"In 40 years, 23,000 chemicals came on the market and only four were regulated.","environment,public-health"
5,We have more coal reserves in the United States than they have oil reserves in Saudi Arabia.,energy
